0,-3.88
2,-13.52
5,-32.80
7,-50.94
10,-31.14
13,81.73
16,332.04
19,718.34
22,1178.28
25,1608.80
28,1915.29
31,2059.31
34,2073.35
37,2031.73
40,2000.17
43,2000.44
46,2014.83
49,2020.42
52,2008.38
55,1994.20
58,1994.93
61,2009.85
64,2021.59
67,2016.57
70,2000.92
73,1993.50
76,2004.28
79,2022.54
82,2028.96
85,2017.55
88,2002.54
91,2001.80
94,2016.55
97,2030.01
100,2026.90
103,2011.30
106,2002.01
109,2010.93
112,2029.31
115,2037.33
118,2026.65
121,2009.82
124,2006.04
127,2019.26
130,2033.96
133,2033.13
136,2017.82
139,2005.72
142,2010.74
145,2026.85
148,2035.10
151,2025.31
154,2007.98
157,2002.28
160,2014.06
163,2029.24
166,2030.20
169,2016.26
172,2004.73
175,2011.03
177,2030.76
180,2044.23
183,2038.79
186,2023.82
189,2021.22
192,2040.98
195,2068.54
198,2079.06
201,2063.21
204,2036.77
207,2023.96
210,2032.74
213,2048.57
216,2052.75
219,2043.66
222,2037.58
225,2049.17
228,2073.74
231,2091.75
234,2090.57
237,2078.58
240,2075.40
243,2089.63
246,2109.76
249,2117.74
252,2110.10
255,2101.74
258,2108.20
261,2127.04
264,2140.06
267,2133.79
270,2114.98
274,2103.05
276,2107.68
279,2117.61
282,2113.47
285,2090.37
288,2064.23
291,2054.55
294,2063.17
297,2072.69
300,2066.42
303,2047.13
306,2033.30
309,2037.38
312,2051.32
315,2055.65
318,2041.96
321,2022.68
324,2016.88
327,2028.32
330,2041.24
333,2038.54
336,2021.53
339,2008.64
342,2014.34
345,2032.70
348,2044.02
351,2037.18
354,2022.04
357,2017.76
360,2030.53
363,2046.32
366,2046.70
369,2029.83
372,2012.51
375,2010.79
378,2022.43
381,2031.44
384,2030.55
387,2035.86
390,2077.00
393,2173.48
396,2321.97
399,2507.12
402,2717.62
405,2944.51
408,3162.57
411,3319.15
414,3351.97
417,3227.96
420,2969.65
423,2643.91
426,2323.34
429,2053.90
432,1852.19
435,1722.68
438,1669.14
441,1686.85
444,1751.38
447,1825.06
450,1879.10
453,1910.85
456,1937.16
459,1970.55
462,2004.16
465,2021.16
468,2016.37
471,2004.76
474,2006.48
477,2025.44
480,2046.08
483,2051.51
486,2043.07
489,2038.23
492,2050.28
495,2072.60
498,2086.15
501,2081.41
504,2069.56
507,2069.78
510,2087.45
513,2107.85
516,2112.94
519,2102.01
522,2092.38
525,2099.59
528,2119.69
531,2133.83
534,2130.07
537,2117.12
540,2114.56
543,2130.33
546,2151.65
549,2159.55
552,2150.48
555,2140.09
558,2145.24
561,2164.62
564,2180.46
567,2179.00
570,2166.35
573,2161.29
576,2173.78
579,2193.60
582,2202.40
585,2195.02
588,2185.71
591,2191.57
594,2212.53
597,2231.33
600,2233.23
603,2223.32
606,2221.09
609,2238.18
612,2265.02
615,2281.26
618,2278.82
621,2270.83
624,2276.65
627,2299.81
630,2324.27
633,2332.70
636,2326.31
639,2322.97
642,2336.54
645,2360.93
648,2377.29
651,2375.79
654,2366.81
657,2368.78
660,2386.52
663,2405.41
666,2408.03
669,2394.30
672,2381.91
675,2386.13
678,2402.61
681,2412.30
684,2402.95
687,2382.60
689,2369.22
692,2368.97
695,2367.74
698,2346.12
701,2302.06
704,2255.41
707,2228.18
710,2221.42
713,2214.12
716,2185.57
719,2136.87
722,2088.97
725,2059.77
728,2046.15
731,2029.71
734,1998.86
737,1961.96
740,1937.45
743,1932.15
746,1933.29
749,1923.23
752,1900.02
755,1880.02
758,1878.95
761,1893.65
764,1905.11
767,1899.59
770,1884.01
773,1877.68
776,1890.01
779,1909.71
782,1917.67
786,1908.88
788,1898.26
791,1903.19
794,1923.74
797,1942.21
800,1943.22
803,1931.15
806,1924.90
809,1936.05
812,1955.62
815,1964.26
818,1954.66
821,1940.23
824,1939.75
827,1956.22
830,1973.51
833,1975.01
836,1962.75
839,1954.82
842,1964.68
845,1985.29
848,1996.95
851,1989.71
854,1974.77
857,1971.71
860,1986.44
863,2004.55
866,2007.99
869,1995.61
872,1984.04
875,1988.47
878,2004.98
881,2015.26
884,2007.88
887,1991.72
890,1985.85
893,1997.58
896,2013.92
899,2016.26
902,2001.70
905,1986.47
908,1987.69
911,2003.99
914,2017.35
917,2013.74
920,1998.95
923,1991.62
926,2001.30
929,2017.36
932,2021.37
935,2008.52
938,1993.68
941,1994.57
944,2011.63
947,2027.12
950,2025.25
953,2009.98
956,2000.19
959,2007.84
962,2024.28
965,2030.36
968,2018.50
971,2001.83
974,1999.21
977,2013.85
980,2029.59
983,2029.31
986,2014.40
989,2003.01
992,2009.20
995,2026.70
998,2036.43
1001,2028.30
1004,2012.69
1007,2008.23
1010,2020.10
1013,2034.05
1016,2032.93
1019,2016.94
1022,2003.83
1025,2008.98
1028,2027.83
1031,2040.80
1034,2035.29
1037,2019.67
1040,2013.37
1043,2024.73
1046,2041.77
1049,2046.25
1052,2034.96
1055,2023.10
1058,2026.54
1061,2043.19
1064,2055.22
1067,2049.58
1070,2033.04
1073,2024.69
1076,2034.10
1079,2050.40
1082,2054.97
1085,2042.81
1088,2028.53
1091,2029.49
1094,2045.71
1097,2059.61
1100,2056.09
1103,2039.78
1106,2029.82
1109,2038.00
1112,2055.50
1115,2062.99
1118,2052.86
1121,2037.81
1124,2036.08
1127,2050.58
1130,2065.80
1133,2066.03
1136,2054.18
1139,2048.84
1142,2063.09
1145,2089.07
1148,2106.08
1151,2103.11
1154,2090.48
1157,2087.60
1160,2101.06
1163,2118.16
1166,2122.79
1169,2114.68
1172,2109.91
1175,2121.60
1178,2143.63
1181,2156.40
1184,2148.42
1187,2129.17
1190,2118.21
1193,2123.02
1196,2130.59
1199,2122.80
1201,2098.06
1204,2073.63
1207,2066.93
1210,2075.58
1213,2079.50
1216,2063.14
